from,to,flightType,price,distance,agency
Aracaju (SE),Salvador (BH),premium,1289.05,830.86,Rainbow
Salvador (BH),Aracaju (SE),premium,1247.02,830.86,Rainbow
Natal (RN),Florianopolis (SC),firstClass,1554.92,709.37,Rainbow
Florianopolis (SC),Natal (RN),firstClass,1385.49,709.37,Rainbow
Natal (RN),Florianopolis (SC),firstClass,1554.92,709.37,Rainbow
Florianopolis (SC),Natal (RN),firstClass,1385.49,709.37,Rainbow
Aracaju (SE),Recife (PE),premium,875.41,555.74,Rainbow
Recife (PE),Aracaju (SE),premium,932.22,555.74,Rainbow
Sao Paulo (SP),Rio de Janeiro (RJ),firstClass,1041.65,331.89,FlyingDrops
Rio de Janeiro (RJ),Sao Paulo (SP),firstClass,753.78,331.89,FlyingDrops
Sao Paulo (SP),Aracaju (SE),firstClass,1159.84,392.76,Rainbow
Aracaju (SE),Sao Paulo (SP),firstClass,752.27,392.76,Rainbow
Natal (RN),Salvador (BH),economic,959.79,710.57,Rainbow
Salvador (BH),Natal (RN),economic,690.89,710.57,Rainbow
Aracaju (SE),Rio de Janeiro (RJ),premium,1007.72,597.61,CloudFy
Rio de Janeiro (RJ),Aracaju (SE),premium,1091.21,597.61,CloudFy
Aracaju (SE),Salvador (BH),firstClass,1714.75,830.86,FlyingDrops
Salvador (BH),Aracaju (SE),firstClass,1581.59,830.86,FlyingDrops
Natal (RN),Florianopolis (SC),premium,1165.99,709.37,CloudFy
Florianopolis (SC),Natal (RN),premium,1128.51,709.37,CloudFy
Aracaju (SE),Natal (RN),premium,427.25,176.33,Rainbow
Natal (RN),Aracaju (SE),premium,479.37,176.33,Rainbow
Aracaju (SE),Recife (PE),firstClass,1124.11,555.74,CloudFy
Recife (PE),Aracaju (SE),firstClass,1166.1,555.74,CloudFy
Sao Paulo (SP),Natal (RN),firstClass,932.87,327.55,Rainbow
Natal (RN),Sao Paulo (SP),firstClass,1148.78,327.55,Rainbow
Sao Paulo (SP),Florianopolis (SC),premium,1367.6,562.14,Rainbow
Florianopolis (SC),Sao Paulo (SP),premium,577.76,562.14,Rainbow
Natal (RN),Recife (PE),premium,563.23,222.67,CloudFy
Recife (PE),Natal (RN),premium,474.6,222.67,CloudFy
Sao Paulo (SP),Florianopolis (SC),firstClass,1684.14,562.14,CloudFy
Florianopolis (SC),Sao Paulo (SP),firstClass,693.51,562.14,CloudFy
Aracaju (SE),Salvador (BH),economic,943.36,830.86,Rainbow
Salvador (BH),Aracaju (SE),economic,826.02,830.86,Rainbow
Natal (RN),Salvador (BH),firstClass,1747.31,710.57,CloudFy
Salvador (BH),Natal (RN),firstClass,1218.63,710.57,CloudFy
Aracaju (SE),Salvador (BH),economic,943.36,830.86,Rainbow
Salvador (BH),Aracaju (SE),economic,826.02,830.86,Rainbow
Sao Paulo (SP),Rio de Janeiro (RJ),economic,625.5,331.89,Rainbow
Rio de Janeiro (RJ),Sao Paulo (SP),economic,452.56,331.89,Rainbow
Aracaju (SE),Campo Grande (MS),firstClass,1376.09,650.1,FlyingDrops
Campo Grande (MS),Aracaju (SE),firstClass,1473.41,650.1,FlyingDrops
Aracaju (SE),Recife (PE),premium,875.41,555.74,Rainbow
Recife (PE),Aracaju (SE),premium,932.22,555.74,Rainbow
Aracaju (SE),Rio de Janeiro (RJ),economic,717.04,597.61,CloudFy
Rio de Janeiro (RJ),Aracaju (SE),economic,796.42,597.61,CloudFy
Aracaju (SE),Rio de Janeiro (RJ),premium,930.12,597.61,Rainbow
Rio de Janeiro (RJ),Aracaju (SE),premium,1098.93,597.61,Rainbow
Aracaju (SE),Brasilia (DF),firstClass,957.68,425.98,CloudFy
Brasilia (DF),Aracaju (SE),firstClass,1260.1,425.98,CloudFy
Sao Paulo (SP),Rio de Janeiro (RJ),firstClass,1092.94,331.89,CloudFy
Rio de Janeiro (RJ),Sao Paulo (SP),firstClass,701.43,331.89,CloudFy
Aracaju (SE),Natal (RN),economic,332.1,176.33,CloudFy
Natal (RN),Aracaju (SE),economic,361.68,176.33,CloudFy
Aracaju (SE),Recife (PE),premium,875.41,555.74,Rainbow
Recife (PE),Aracaju (SE),premium,932.22,555.74,Rainbow
Sao Paulo (SP),Florianopolis (SC),premium,1370.17,562.14,CloudFy
Florianopolis (SC),Sao Paulo (SP),premium,554.87,562.14,CloudFy
Natal (RN),Salvador (BH),economic,959.79,710.57,Rainbow
Salvador (BH),Natal (RN),economic,690.89,710.57,Rainbow
Aracaju (SE),Sao Paulo (SP),economic,446.73,392.76,Rainbow
Sao Paulo (SP),Aracaju (SE),economic,647.9,392.76,Rainbow
Sao Paulo (SP),Florianopolis (SC),firstClass,1684.14,562.14,CloudFy
Florianopolis (SC),Sao Paulo (SP),firstClass,693.51,562.14,CloudFy
Sao Paulo (SP),Rio de Janeiro (RJ),premium,861.9,331.89,Rainbow
Rio de Janeiro (RJ),Sao Paulo (SP),premium,612.87,331.89,Rainbow
Aracaju (SE),Campo Grande (MS),firstClass,1376.09,650.1,FlyingDrops
Campo Grande (MS),Aracaju (SE),firstClass,1473.41,650.1,FlyingDrops
Sao Paulo (SP),Brasilia (DF),premium,586.06,257.81,Rainbow
Brasilia (DF),Sao Paulo (SP),premium,750.0,257.81,Rainbow
Aracaju (SE),Natal (RN),firstClass,598.61,176.33,CloudFy
Natal (RN),Aracaju (SE),firstClass,576.66,176.33,CloudFy
Aracaju (SE),Sao Paulo (SP),firstClass,730.43,392.76,CloudFy
Sao Paulo (SP),Aracaju (SE),firstClass,1186.15,392.76,CloudFy
Aracaju (SE),Campo Grande (MS),economic,750.92,650.1,CloudFy
Campo Grande (MS),Aracaju (SE),economic,886.9,650.1,CloudFy
Aracaju (SE),Salvador (BH),premium,1289.05,830.86,Rainbow
Salvador (BH),Aracaju (SE),premium,1247.02,830.86,Rainbow
Natal (RN),Recife (PE),firstClass,744.11,222.67,CloudFy
Recife (PE),Natal (RN),firstClass,669.83,222.67,CloudFy
Sao Paulo (SP),Florianopolis (SC),premium,1367.6,562.14,Rainbow
Florianopolis (SC),Sao Paulo (SP),premium,577.76,562.14,Rainbow
Sao Paulo (SP),Aracaju (SE),premium,906.59,392.76,CloudFy
Aracaju (SE),Sao Paulo (SP),premium,630.34,392.76,CloudFy
Natal (RN),Aracaju (SE),firstClass,576.66,176.33,CloudFy
Aracaju (SE),Natal (RN),firstClass,598.61,176.33,CloudFy
Aracaju (SE),Rio de Janeiro (RJ),economic,712.64,597.61,Rainbow
Rio de Janeiro (RJ),Aracaju (SE),economic,734.09,597.61,Rainbow
Aracaju (SE),Salvador (BH),economic,964.83,830.86,CloudFy
Salvador (BH),Aracaju (SE),economic,811.73,830.86,CloudFy
Aracaju (SE),Florianopolis (SC),firstClass,1499.93,808.85,FlyingDrops
Florianopolis (SC),Aracaju (SE),firstClass,1574.28,808.85,FlyingDrops
Natal (RN),Campo Grande (MS),firstClass,855.82,250.68,Rainbow
Campo Grande (MS),Natal (RN),firstClass,778.01,250.68,Rainbow
Natal (RN),Sao Paulo (SP),economic,623.33,327.55,CloudFy
Sao Paulo (SP),Natal (RN),economic,488.57,327.55,CloudFy
Sao Paulo (SP),Recife (PE),economic,827.12,486.52,Rainbow
Recife (PE),Sao Paulo (SP),economic,545.95,486.52,Rainbow
Natal (RN),Aracaju (SE),economic,301.61,176.33,Rainbow
Aracaju (SE),Natal (RN),economic,380.32,176.33,Rainbow
Natal (RN),Salvador (BH),premium,1289.31,710.57,CloudFy
Salvador (BH),Natal (RN),premium,970.32,710.57,CloudFy
Natal (RN),Rio de Janeiro (RJ),firstClass,1375.48,595.03,FlyingDrops
Rio de Janeiro (RJ),Natal (RN),firstClass,1187.1,595.03,FlyingDrops
Natal (RN),Florianopolis (SC),firstClass,1540.6,709.37,FlyingDrops
Florianopolis (SC),Natal (RN),firstClass,1348.79,709.37,FlyingDrops
Aracaju (SE),Campo Grande (MS),premium,1021.53,650.1,CloudFy
Campo Grande (MS),Aracaju (SE),premium,1215.45,650.1,CloudFy
Aracaju (SE),Sao Paulo (SP),firstClass,756.3,392.76,FlyingDrops
Sao Paulo (SP),Aracaju (SE),firstClass,1269.73,392.76,FlyingDrops
Natal (RN),Rio de Janeiro (RJ),economic,774.57,595.03,CloudFy
Rio de Janeiro (RJ),Natal (RN),economic,677.1,595.03,CloudFy
Sao Paulo (SP),Florianopolis (SC),firstClass,1684.14,562.14,CloudFy
Florianopolis (SC),Sao Paulo (SP),firstClass,693.51,562.14,CloudFy
Sao Paulo (SP),Recife (PE),economic,827.12,486.52,Rainbow
Recife (PE),Sao Paulo (SP),economic,545.95,486.52,Rainbow
Aracaju (SE),Sao Paulo (SP),premium,588.14,392.76,Rainbow
Sao Paulo (SP),Aracaju (SE),premium,962.54,392.76,Rainbow
Natal (RN),Rio de Janeiro (RJ),economic,755.71,595.03,Rainbow
Rio de Janeiro (RJ),Natal (RN),economic,670.29,595.03,Rainbow
Natal (RN),Brasilia (DF),firstClass,1286.63,550.69,Rainbow
Brasilia (DF),Natal (RN),firstClass,1434.91,550.69,Rainbow
Aracaju (SE),Recife (PE),firstClass,1119.47,555.74,Rainbow
Recife (PE),Aracaju (SE),firstClass,1181.19,555.74,Rainbow
Sao Paulo (SP),Aracaju (SE),firstClass,1186.15,392.76,CloudFy
Aracaju (SE),Sao Paulo (SP),firstClass,730.43,392.76,CloudFy
Sao Paulo (SP),Rio de Janeiro (RJ),economic,593.13,331.89,CloudFy
Rio de Janeiro (RJ),Sao Paulo (SP),economic,446.75,331.89,CloudFy
Sao Paulo (SP),Salvador (BH),firstClass,1306.8,401.66,CloudFy
Salvador (BH),Sao Paulo (SP),firstClass,590.98,401.66,CloudFy
Sao Paulo (SP),Campo Grande (MS),economic,335.16,168.22,CloudFy
Campo Grande (MS),Sao Paulo (SP),economic,375.51,168.22,CloudFy
Sao Paulo (SP),Rio de Janeiro (RJ),premium,861.9,331.89,Rainbow
Rio de Janeiro (RJ),Sao Paulo (SP),premium,612.87,331.89,Rainbow
Aracaju (SE),Sao Paulo (SP),premium,630.34,392.76,CloudFy
Sao Paulo (SP),Aracaju (SE),premium,906.59,392.76,CloudFy
Natal (RN),Campo Grande (MS),premium,660.25,250.68,Rainbow
Campo Grande (MS),Natal (RN),premium,541.59,250.68,Rainbow
Sao Paulo (SP),Brasilia (DF),premium,602.12,257.81,CloudFy
Brasilia (DF),Sao Paulo (SP),premium,698.1,257.81,CloudFy
Aracaju (SE),Natal (RN),firstClass,577.71,176.33,FlyingDrops
Natal (RN),Aracaju (SE),firstClass,611.59,176.33,FlyingDrops
Natal (RN),Salvador (BH),firstClass,1747.31,710.57,CloudFy
Salvador (BH),Natal (RN),firstClass,1218.63,710.57,CloudFy
Sao Paulo (SP),Natal (RN),firstClass,932.87,327.55,Rainbow
Natal (RN),Sao Paulo (SP),firstClass,1148.78,327.55,Rainbow
Natal (RN),Campo Grande (MS),firstClass,855.82,250.68,Rainbow
Campo Grande (MS),Natal (RN),firstClass,778.01,250.68,Rainbow
Natal (RN),Florianopolis (SC),economic,873.07,709.37,CloudFy
Florianopolis (SC),Natal (RN),economic,726.95,709.37,CloudFy
Natal (RN),Sao Paulo (SP),premium,879.87,327.55,Rainbow
Sao Paulo (SP),Natal (RN),premium,701.29,327.55,Rainbow
Aracaju (SE),Campo Grande (MS),firstClass,1389.37,650.1,CloudFy
Campo Grande (MS),Aracaju (SE),firstClass,1581.8,650.1,CloudFy
Natal (RN),Campo Grande (MS),firstClass,979.56,250.68,FlyingDrops
Campo Grande (MS),Natal (RN),firstClass,749.85,250.68,FlyingDrops
Aracaju (SE),Sao Paulo (SP),premium,630.34,392.76,CloudFy
Sao Paulo (SP),Aracaju (SE),premium,906.59,392.76,CloudFy
Aracaju (SE),Brasilia (DF),premium,706.36,425.98,Rainbow
Brasilia (DF),Aracaju (SE),premium,965.62,425.98,Rainbow
Aracaju (SE),Recife (PE),premium,835.21,555.74,CloudFy
Recife (PE),Aracaju (SE),premium,932.84,555.74,CloudFy
Natal (RN),Campo Grande (MS),firstClass,855.82,250.68,Rainbow
Campo Grande (MS),Natal (RN),firstClass,778.01,250.68,Rainbow
Sao Paulo (SP),Salvador (BH),firstClass,1306.8,401.66,CloudFy
Salvador (BH),Sao Paulo (SP),firstClass,590.98,401.66,CloudFy
Aracaju (SE),Rio de Janeiro (RJ),firstClass,1190.94,597.61,FlyingDrops
Rio de Janeiro (RJ),Aracaju (SE),firstClass,1381.55,597.61,FlyingDrops
Aracaju (SE),Campo Grande (MS),premium,1021.53,650.1,CloudFy
Campo Grande (MS),Aracaju (SE),premium,1215.45,650.1,CloudFy
Aracaju (SE),Natal (RN),firstClass,549.96,176.33,Rainbow
Natal (RN),Aracaju (SE),firstClass,611.4,176.33,Rainbow
Natal (RN),Brasilia (DF),economic,686.79,550.69,Rainbow
Brasilia (DF),Natal (RN),economic,726.19,550.69,Rainbow
Natal (RN),Aracaju (SE),firstClass,611.4,176.33,Rainbow
Aracaju (SE),Natal (RN),firstClass,549.96,176.33,Rainbow
Natal (RN),Florianopolis (SC),premium,1165.99,709.37,CloudFy
Florianopolis (SC),Natal (RN),premium,1128.51,709.37,CloudFy
Aracaju (SE),Florianopolis (SC),premium,1174.97,808.85,CloudFy
Florianopolis (SC),Aracaju (SE),premium,1149.53,808.85,CloudFy
Aracaju (SE),Rio de Janeiro (RJ),economic,712.64,597.61,Rainbow
Rio de Janeiro (RJ),Aracaju (SE),economic,734.09,597.61,Rainbow
Natal (RN),Recife (PE),firstClass,806.91,222.67,Rainbow
Recife (PE),Natal (RN),firstClass,628.96,222.67,Rainbow
Aracaju (SE),Sao Paulo (SP),economic,446.73,392.76,Rainbow
Sao Paulo (SP),Aracaju (SE),economic,647.9,392.76,Rainbow
Sao Paulo (SP),Rio de Janeiro (RJ),economic,625.5,331.89,Rainbow
Rio de Janeiro (RJ),Sao Paulo (SP),economic,452.56,331.89,Rainbow
Natal (RN),Recife (PE),premium,563.23,222.67,CloudFy
Recife (PE),Natal (RN),premium,474.6,222.67,CloudFy
Natal (RN),Rio de Janeiro (RJ),economic,774.57,595.03,CloudFy
Rio de Janeiro (RJ),Natal (RN),economic,677.1,595.03,CloudFy
Aracaju (SE),Brasilia (DF),economic,472.72,425.98,CloudFy
Brasilia (DF),Aracaju (SE),economic,654.88,425.98,CloudFy
Aracaju (SE),Natal (RN),firstClass,577.71,176.33,FlyingDrops
Natal (RN),Aracaju (SE),firstClass,611.59,176.33,FlyingDrops
Aracaju (SE),Campo Grande (MS),firstClass,1376.09,650.1,FlyingDrops
Campo Grande (MS),Aracaju (SE),firstClass,1473.41,650.1,FlyingDrops
Sao Paulo (SP),Natal (RN),firstClass,946.36,327.55,CloudFy
Natal (RN),Sao Paulo (SP),firstClass,1020.42,327.55,CloudFy
Aracaju (SE),Salvador (BH),firstClass,1684.05,830.86,CloudFy
Salvador (BH),Aracaju (SE),firstClass,1531.92,830.86,CloudFy
Sao Paulo (SP),Natal (RN),firstClass,946.36,327.55,CloudFy
Natal (RN),Sao Paulo (SP),firstClass,1020.42,327.55,CloudFy
Sao Paulo (SP),Recife (PE),premium,1145.72,486.52,Rainbow
Recife (PE),Sao Paulo (SP),premium,670.13,486.52,Rainbow
Natal (RN),Brasilia (DF),premium,898.46,550.69,CloudFy
Brasilia (DF),Natal (RN),premium,1067.3,550.69,CloudFy
Natal (RN),Brasilia (DF),premium,919.89,550.69,Rainbow
Brasilia (DF),Natal (RN),premium,1107.52,550.69,Rainbow
Aracaju (SE),Rio de Janeiro (RJ),premium,930.12,597.61,Rainbow
Rio de Janeiro (RJ),Aracaju (SE),premium,1098.93,597.61,Rainbow
Aracaju (SE),Campo Grande (MS),premium,1116.83,650.1,Rainbow
Campo Grande (MS),Aracaju (SE),premium,1146.95,650.1,Rainbow
Aracaju (SE),Florianopolis (SC),firstClass,1499.93,808.85,FlyingDrops
Florianopolis (SC),Aracaju (SE),firstClass,1574.28,808.85,FlyingDrops
Aracaju (SE),Rio de Janeiro (RJ),economic,712.64,597.61,Rainbow
Rio de Janeiro (RJ),Aracaju (SE),economic,734.09,597.61,Rainbow
Aracaju (SE),Sao Paulo (SP),firstClass,752.27,392.76,Rainbow
Sao Paulo (SP),Aracaju (SE),firstClass,1159.84,392.76,Rainbow
Sao Paulo (SP),Campo Grande (MS),economic,367.22,168.22,Rainbow
Campo Grande (MS),Sao Paulo (SP),economic,381.83,168.22,Rainbow
Aracaju (SE),Rio de Janeiro (RJ),firstClass,1189.86,597.61,Rainbow
Rio de Janeiro (RJ),Aracaju (SE),firstClass,1386.46,597.61,Rainbow
Aracaju (SE),Recife (PE),economic,602.49,555.74,Rainbow
Recife (PE),Aracaju (SE),economic,663.23,555.74,Rainbow
Natal (RN),Campo Grande (MS),firstClass,855.82,250.68,Rainbow
Campo Grande (MS),Natal (RN),firstClass,778.01,250.68,Rainbow
Aracaju (SE),Sao Paulo (SP),economic,410.79,392.76,CloudFy
Sao Paulo (SP),Aracaju (SE),economic,722.74,392.76,CloudFy
Aracaju (SE),Salvador (BH),premium,1289.05,830.86,Rainbow
Salvador (BH),Aracaju (SE),premium,1247.02,830.86,Rainbow
Aracaju (SE),Sao Paulo (SP),premium,630.34,392.76,CloudFy
Sao Paulo (SP),Aracaju (SE),premium,906.59,392.76,CloudFy
Aracaju (SE),Brasilia (DF),firstClass,959.29,425.98,Rainbow
Brasilia (DF),Aracaju (SE),firstClass,1214.82,425.98,Rainbow
Natal (RN),Brasilia (DF),firstClass,1300.53,550.69,CloudFy
Brasilia (DF),Natal (RN),firstClass,1313.76,550.69,CloudFy
Sao Paulo (SP),Natal (RN),firstClass,946.36,327.55,CloudFy
Natal (RN),Sao Paulo (SP),firstClass,1020.42,327.55,CloudFy
Aracaju (SE),Sao Paulo (SP),economic,446.73,392.76,Rainbow
Sao Paulo (SP),Aracaju (SE),economic,647.9,392.76,Rainbow
Sao Paulo (SP),Natal (RN),premium,701.29,327.55,Rainbow
Natal (RN),Sao Paulo (SP),premium,879.87,327.55,Rainbow
Sao Paulo (SP),Recife (PE),premium,1195.26,486.52,CloudFy
Recife (PE),Sao Paulo (SP),premium,657.87,486.52,CloudFy
Sao Paulo (SP),Brasilia (DF),economic,389.47,257.81,CloudFy
Brasilia (DF),Sao Paulo (SP),economic,538.95,257.81,CloudFy
Sao Paulo (SP),Rio de Janeiro (RJ),firstClass,1041.65,331.89,FlyingDrops
Rio de Janeiro (RJ),Sao Paulo (SP),firstClass,753.78,331.89,FlyingDrops
Aracaju (SE),Natal (RN),firstClass,549.96,176.33,Rainbow
Natal (RN),Aracaju (SE),firstClass,611.4,176.33,Rainbow
Sao Paulo (SP),Aracaju (SE),premium,962.54,392.76,Rainbow
Aracaju (SE),Sao Paulo (SP),premium,588.14,392.76,Rainbow
Natal (RN),Rio de Janeiro (RJ),firstClass,1391.6,595.03,CloudFy
Rio de Janeiro (RJ),Natal (RN),firstClass,1297.49,595.03,CloudFy
Aracaju (SE),Salvador (BH),firstClass,1714.75,830.86,FlyingDrops
Salvador (BH),Aracaju (SE),firstClass,1581.59,830.86,FlyingDrops
Sao Paulo (SP),Aracaju (SE),economic,647.9,392.76,Rainbow
Aracaju (SE),Sao Paulo (SP),economic,446.73,392.76,Rainbow
Aracaju (SE),Sao Paulo (SP),firstClass,756.3,392.76,FlyingDrops
Sao Paulo (SP),Aracaju (SE),firstClass,1269.73,392.76,FlyingDrops
Natal (RN),Florianopolis (SC),economic,884.4,709.37,Rainbow
Florianopolis (SC),Natal (RN),economic,780.68,709.37,Rainbow
Sao Paulo (SP),Campo Grande (MS),economic,335.16,168.22,CloudFy
Campo Grande (MS),Sao Paulo (SP),economic,375.51,168.22,CloudFy
Sao Paulo (SP),Rio de Janeiro (RJ),premium,861.9,331.89,Rainbow
Rio de Janeiro (RJ),Sao Paulo (SP),premium,612.87,331.89,Rainbow
Aracaju (SE),Brasilia (DF),firstClass,957.68,425.98,CloudFy
Brasilia (DF),Aracaju (SE),firstClass,1260.1,425.98,CloudFy
Sao Paulo (SP),Campo Grande (MS),economic,367.22,168.22,Rainbow
Campo Grande (MS),Sao Paulo (SP),economic,381.83,168.22,Rainbow
Aracaju (SE),Rio de Janeiro (RJ),firstClass,1183.57,597.61,CloudFy
Rio de Janeiro (RJ),Aracaju (SE),firstClass,1446.4,597.61,CloudFy
Aracaju (SE),Natal (RN),firstClass,598.61,176.33,CloudFy
Natal (RN),Aracaju (SE),firstClass,576.66,176.33,CloudFy
Sao Paulo (SP),Campo Grande (MS),firstClass,595.09,168.22,Rainbow
Campo Grande (MS),Sao Paulo (SP),firstClass,644.16,168.22,Rainbow
Natal (RN),Recife (PE),firstClass,806.91,222.67,Rainbow
Recife (PE),Natal (RN),firstClass,628.96,222.67,Rainbow
Sao Paulo (SP),Rio de Janeiro (RJ),firstClass,1041.65,331.89,FlyingDrops
Rio de Janeiro (RJ),Sao Paulo (SP),firstClass,753.78,331.89,FlyingDrops
Sao Paulo (SP),Recife (PE),premium,1195.26,486.52,CloudFy
Recife (PE),Sao Paulo (SP),premium,657.87,486.52,CloudFy
Aracaju (SE),Recife (PE),premium,875.41,555.74,Rainbow
Recife (PE),Aracaju (SE),premium,932.22,555.74,Rainbow
Sao Paulo (SP),Campo Grande (MS),economic,335.16,168.22,CloudFy
Campo Grande (MS),Sao Paulo (SP),economic,375.51,168.22,CloudFy
Natal (RN),Campo Grande (MS),firstClass,953.32,250.68,CloudFy
Campo Grande (MS),Natal (RN),firstClass,732.89,250.68,CloudFy
Sao Paulo (SP),Florianopolis (SC),economic,947.95,562.14,CloudFy
Florianopolis (SC),Sao Paulo (SP),economic,426.91,562.14,CloudFy
Sao Paulo (SP),Florianopolis (SC),firstClass,1718.28,562.14,Rainbow
Florianopolis (SC),Sao Paulo (SP),firstClass,738.8,562.14,Rainbow
Sao Paulo (SP),Campo Grande (MS),economic,367.22,168.22,Rainbow
Campo Grande (MS),Sao Paulo (SP),economic,381.83,168.22,Rainbow
Natal (RN),Campo Grande (MS),premium,748.52,250.68,CloudFy
Campo Grande (MS),Natal (RN),premium,652.47,250.68,CloudFy
Sao Paulo (SP),Salvador (BH),firstClass,1400.35,401.66,Rainbow
Salvador (BH),Sao Paulo (SP),firstClass,667.0,401.66,Rainbow
Natal (RN),Salvador (BH),economic,922.87,710.57,CloudFy
Salvador (BH),Natal (RN),economic,659.8,710.57,CloudFy
Natal (RN),Brasilia (DF),economic,697.51,550.69,CloudFy
Brasilia (DF),Natal (RN),economic,791.66,550.69,CloudFy
Natal (RN),Recife (PE),economic,429.77,222.67,CloudFy
Recife (PE),Natal (RN),economic,301.51,222.67,CloudFy
Natal (RN),Rio de Janeiro (RJ),firstClass,1314.05,595.03,Rainbow
Rio de Janeiro (RJ),Natal (RN),firstClass,1194.15,595.03,Rainbow
Natal (RN),Recife (PE),firstClass,694.42,222.67,FlyingDrops
Recife (PE),Natal (RN),firstClass,633.71,222.67,FlyingDrops
Sao Paulo (SP),Salvador (BH),economic,743.6,401.66,Rainbow
Salvador (BH),Sao Paulo (SP),economic,381.39,401.66,Rainbow
Aracaju (SE),Recife (PE),economic,604.14,555.74,CloudFy
Recife (PE),Aracaju (SE),economic,684.88,555.74,CloudFy
Sao Paulo (SP),Salvador (BH),firstClass,1427.22,401.66,FlyingDrops
Salvador (BH),Sao Paulo (SP),firstClass,676.46,401.66,FlyingDrops
Sao Paulo (SP),Brasilia (DF),firstClass,742.94,257.81,CloudFy
Brasilia (DF),Sao Paulo (SP),firstClass,893.65,257.81,CloudFy
Natal (RN),Recife (PE),firstClass,694.42,222.67,FlyingDrops
Recife (PE),Natal (RN),firstClass,633.71,222.67,FlyingDrops
Aracaju (SE),Brasilia (DF),premium,755.62,425.98,CloudFy
Brasilia (DF),Aracaju (SE),premium,987.07,425.98,CloudFy
Sao Paulo (SP),Natal (RN),firstClass,943.18,327.55,FlyingDrops
Natal (RN),Sao Paulo (SP),firstClass,1142.29,327.55,FlyingDrops
Natal (RN),Recife (PE),premium,563.23,222.67,CloudFy
Recife (PE),Natal (RN),premium,474.6,222.67,CloudFy
Sao Paulo (SP),Brasilia (DF),firstClass,742.94,257.81,CloudFy
Brasilia (DF),Sao Paulo (SP),firstClass,893.65,257.81,CloudFy
Natal (RN),Campo Grande (MS),economic,470.16,250.68,Rainbow
Campo Grande (MS),Natal (RN),economic,411.05,250.68,Rainbow
Aracaju (SE),Florianopolis (SC),firstClass,1499.93,808.85,FlyingDrops
Florianopolis (SC),Aracaju (SE),firstClass,1574.28,808.85,FlyingDrops
Aracaju (SE),Salvador (BH),premium,1289.05,830.86,Rainbow
Salvador (BH),Aracaju (SE),premium,1247.02,830.86,Rainbow
Natal (RN),Rio de Janeiro (RJ),economic,755.71,595.03,Rainbow
Rio de Janeiro (RJ),Natal (RN),economic,670.29,595.03,Rainbow
Natal (RN),Florianopolis (SC),premium,1165.99,709.37,CloudFy
Florianopolis (SC),Natal (RN),premium,1128.51,709.37,CloudFy
Aracaju (SE),Recife (PE),firstClass,1088.87,555.74,FlyingDrops
Recife (PE),Aracaju (SE),firstClass,1300.81,555.74,FlyingDrops
Sao Paulo (SP),Salvador (BH),economic,793.27,401.66,CloudFy
Salvador (BH),Sao Paulo (SP),economic,358.62,401.66,CloudFy
Aracaju (SE),Rio de Janeiro (RJ),firstClass,1189.86,597.61,Rainbow
Rio de Janeiro (RJ),Aracaju (SE),firstClass,1386.46,597.61,Rainbow
Natal (RN),Brasilia (DF),firstClass,1286.63,550.69,Rainbow
Brasilia (DF),Natal (RN),firstClass,1434.91,550.69,Rainbow
Natal (RN),Salvador (BH),economic,959.79,710.57,Rainbow
Salvador (BH),Natal (RN),economic,690.89,710.57,Rainbow
Natal (RN),Rio de Janeiro (RJ),firstClass,1314.05,595.03,Rainbow
Rio de Janeiro (RJ),Natal (RN),firstClass,1194.15,595.03,Rainbow
Sao Paulo (SP),Brasilia (DF),firstClass,742.94,257.81,CloudFy
Brasilia (DF),Sao Paulo (SP),firstClass,893.65,257.81,CloudFy
Sao Paulo (SP),Florianopolis (SC),firstClass,1718.28,562.14,Rainbow
Florianopolis (SC),Sao Paulo (SP),firstClass,738.8,562.14,Rainbow
Aracaju (SE),Recife (PE),economic,602.49,555.74,Rainbow
Recife (PE),Aracaju (SE),economic,663.23,555.74,Rainbow
Natal (RN),Aracaju (SE),premium,451.41,176.33,CloudFy
Aracaju (SE),Natal (RN),premium,535.95,176.33,CloudFy
Natal (RN),Recife (PE),premium,563.23,222.67,CloudFy
Recife (PE),Natal (RN),premium,474.6,222.67,CloudFy
Natal (RN),Florianopolis (SC),firstClass,1540.6,709.37,FlyingDrops
Florianopolis (SC),Natal (RN),firstClass,1348.79,709.37,FlyingDrops
Natal (RN),Aracaju (SE),premium,451.41,176.33,CloudFy
Aracaju (SE),Natal (RN),premium,535.95,176.33,CloudFy
Sao Paulo (SP),Brasilia (DF),firstClass,742.94,257.81,CloudFy
